date,home_team,away_team,home_goals,away_goals,home_xg,away_xg,league,season
2023-03-18,Hellas Verona,Milan,0,3,0.646,2.154,Serie A,2022/2023
2023-03-19,Inter,Monza,4,0,2.506,0.3,Serie A,2022/2023
2023-03-20,Atalanta,Juventus,2,0,1.057,0.947,Serie A,2022/2023
2023-03-20,Genoa,Atalanta,1,2,0.821,1.564,Serie A,2022/2023
2023-03-25,Udinese,Inter,0,1,0.628,1.639,Serie A,2022/2023
2023-03-25,Genoa,Inter,0,0,0.485,1.735,Serie A,2022/2023
2023-03-25,Atalanta,Cagliari,0,0,2.402,0.466,Serie A,2022/2023
2023-03-25,Juventus,Frosinone,1,0,2.86,0.3,Serie A,2022/2023
2023-03-25,Sassuolo,Frosinone,2,3,1.357,0.879,Serie A,2022/2023
2023-03-25,Roma,Inter,1,0,1.03,1.418,Serie A,2022/2023
2023-03-26,Inter,Lazio,2,0,1.687,0.73,Serie A,2022/2023
2023-03-27,Cagliari,Torino,1,2,1.04,1.223,Serie A,2022/2023
2023-03-27,Lecce,Lazio,1,0,0.735,1.569,Serie A,2022/2023
2023-03-27,Lazio,Napoli,3,0,1.335,0.995,Serie A,2022/2023
2023-04-01,Cagliari,Milan,0,2,0.53,2.059,Serie A,2022/2023
2023-04-01,Atalanta,Lecce,3,1,2.281,0.3,Serie A,2022/2023
2023-04-02,Lecce,Hellas Verona,1,0,1.167,0.71,Serie A,2022/2023
2023-04-02,Sassuolo,Atalanta,0,2,0.715,1.856,Serie A,2022/2023
2023-04-02,Frosinone,Cagliari,0,1,1.109,1.019,Serie A,2022/2023
2023-04-02,Lazio,Lecce,2,0,1.945,0.713,Serie A,2022/2023
2023-04-02,Atalanta,Lazio,3,1,1.304,0.745,Serie A,2022/2023
2023-04-02,Monza,Salernitana,2,1,1.728,0.784,Serie A,2022/2023
2023-04-03,Inter,Roma,4,0,1.766,0.683,Serie A,2022/2023
2023-04-03,Hellas Verona,Torino,0,0,1.061,1.202,Serie A,2022/2023
2023-04-08,Inter,Torino,0,0,2.173,0.635,Serie A,2022/2023
2023-04-08,Lazio,Milan,0,1,1.011,1.147,Serie A,2022/2023
2023-04-08,Monza,Genoa,0,1,0.994,0.782,Serie A,2022/2023
2023-04-08,Salernitana,Udinese,0,0,0.809,1.284,Serie A,2022/2023
2023-04-08,Lazio,Frosinone,1,0,2.37,0.457,Serie A,2022/2023
2023-04-09,Frosinone,Inter,1,3,0.582,2.365,Serie A,2022/2023
2023-04-09,Torino,Lecce,2,0,1.73,0.664,Serie A,2022/2023
2023-04-10,Torino,Milan,1,0,0.629,1.449,Serie A,2022/2023
2023-04-10,Roma,Juventus,0,0,1.268,1.315,Serie A,2022/2023
2023-04-10,Salernitana,Roma,0,0,0.742,1.938,Serie A,2022/2023
2023-04-15,Napoli,Monza,2,0,1.985,0.553,Serie A,2022/2023
2023-04-15,Lecce,Atalanta,1,1,0.607,1.683,Serie A,2022/2023
2023-04-15,Lazio,Genoa,0,0,1.351,0.625,Serie A,2022/2023
2023-04-16,Empoli,Inter,0,1,0.652,2.0,Serie A,2022/2023
2023-04-16,Frosinone,Juventus,0,1,0.648,2.099,Serie A,2022/2023
2023-04-16,Frosinone,Monza,0,3,1.14,0.952,Serie A,2022/2023
2023-04-16,Bologna,Salernitana,3,0,2.225,0.427,Serie A,2022/2023
2023-04-16,Inter,Genoa,3,0,2.347,0.527,Serie A,2022/2023
2023-04-17,Monza,Juventus,1,2,0.66,1.611,Serie A,2022/2023
2023-04-17,Milan,Inter,1,0,1.329,0.952,Serie A,2022/2023
2023-04-22,Genoa,Bologna,1,4,0.844,1.339,Serie A,2022/2023
2023-04-22,Atalanta,Monza,2,0,1.819,0.49,Serie A,2022/2023
2023-04-22,Sassuolo,Napoli,0,2,0.782,1.99,Serie A,2022/2023
2023-04-22,Sassuolo,Genoa,1,4,0.996,1.29,Serie A,2022/2023
2023-04-22,Torino,Bologna,0,1,1.176,1.232,Serie A,2022/2023
2023-04-22,Monza,Hellas Verona,2,0,1.541,0.744,Serie A,2022/2023
2023-04-23,Milan,Bologna,2,1,1.723,0.637,Serie A,2022/2023
2023-04-23,Lazio,Fiorentina,2,1,1.308,0.944,Serie A,2022/2023
2023-04-23,Lecce,Napoli,0,4,0.515,1.825,Serie A,2022/2023
2023-04-24,Atalanta,Udinese,3,1,1.902,0.779,Serie A,2022/2023
2023-04-29,Salernitana,Sassuolo,3,0,0.999,1.011,Serie A,2022/2023
2023-04-29,Cagliari,Juventus,1,3,0.66,1.948,Serie A,2022/2023
2023-04-29,Sassuolo,Lecce,2,3,1.1,0.918,Serie A,2022/2023
2023-04-30,Salernitana,Empoli,1,1,1.053,1.025,Serie A,2022/2023
2023-04-30,Hellas Verona,Frosinone,0,1,1.461,0.956,Serie A,2022/2023
2023-04-30,Empoli,Cagliari,0,0,1.227,0.926,Serie A,2022/2023
2023-04-30,Napoli,Roma,0,1,1.541,0.939,Serie A,2022/2023
2023-05-01,Udinese,Empoli,4,2,1.641,0.809,Serie A,2022/2023
2023-05-01,Cagliari,Empoli,0,1,1.215,1.073,Serie A,2022/2023
2023-05-01,Torino,Hellas Verona,2,0,1.802,0.616,Serie A,2022/2023
2023-05-06,Torino,Cagliari,1,0,1.658,0.876,Serie A,2022/2023
2023-05-06,Napoli,Salernitana,4,0,2.897,0.411,Serie A,2022/2023
2023-05-06,Juventus,Bologna,0,0,1.594,0.866,Serie A,2022/2023
2023-05-06,Fiorentina,Napoli,1,0,1.01,0.929,Serie A,2022/2023
2023-05-06,Lecce,Frosinone,2,1,1.489,0.552,Serie A,2022/2023
2023-05-07,Atalanta,Salernitana,2,0,2.92,0.627,Serie A,2022/2023
2023-05-07,Empoli,Frosinone,2,0,1.386,0.611,Serie A,2022/2023
2023-05-07,Juventus,Udinese,1,1,1.809,0.603,Serie A,2022/2023
2023-05-08,Atalanta,Roma,2,0,1.342,0.974,Serie A,2022/2023
2023-05-08,Inter,Udinese,2,2,2.229,0.63,Serie A,2022/2023
2023-08-21,Torino,Hellas Verona,0,0,1.778,0.571,Serie A,2023/2024
2023-08-21,Hellas Verona,Fiorentina,3,0,0.7,1.538,Serie A,2023/2024
2023-08-21,Juventus,Lecce,1,0,2.306,0.515,Serie A,2023/2024
2023-08-21,Hellas Verona,Salernitana,3,0,1.688,0.652,Serie A,2023/2024
2023-08-21,Torino,Empoli,1,2,1.864,0.745,Serie A,2023/2024
2023-08-21,Napoli,Empoli,1,0,2.337,0.644,Serie A,2023/2024
2023-08-21,Frosinone,Napoli,1,3,0.697,2.259,Serie A,2023/2024
2023-08-22,Fiorentina,Udinese,1,1,1.703,0.836,Serie A,2023/2024
2023-08-22,Lazio,Frosinone,3,0,2.175,0.351,Serie A,2023/2024
2023-08-22,Udinese,Frosinone,0,0,1.779,0.734,Serie A,2023/2024
2023-08-27,Roma,Lecce,2,1,2.117,0.481,Serie A,2023/2024
2023-08-27,Hellas Verona,Sassuolo,2,0,1.274,0.97,Serie A,2023/2024
2023-08-27,Milan,Cagliari,2,0,2.732,0.481,Serie A,2023/2024
2023-08-27,Napoli,Salernitana,2,0,2.851,0.36,Serie A,2023/2024
2023-08-28,Salernitana,Fiorentina,1,4,0.787,1.677,Serie A,2023/2024
2023-08-28,Lazio,Milan,2,0,1.12,1.152,Serie A,2023/2024
2023-08-28,Udinese,Napoli,1,0,0.762,1.645,Serie A,2023/2024
2023-08-28,Sassuolo,Torino,0,2,0.925,1.48,Serie A,2023/2024
2023-08-29,Empoli,Udinese,2,0,0.979,0.941,Serie A,2023/2024
2023-08-29,Lazio,Atalanta,2,3,1.076,1.171,Serie A,2023/2024
2023-09-03,Sassuolo,Hellas Verona,1,1,1.318,0.883,Serie A,2023/2024
2023-09-03,Juventus,Atalanta,2,1,1.58,1.046,Serie A,2023/2024
2023-09-03,Genoa,Juventus,2,0,0.78,1.564,Serie A,2023/2024
2023-09-04,Roma,Cagliari,1,1,2.09,0.436,Serie A,2023/2024
2023-09-04,Sassuolo,Milan,1,2,0.561,2.141,Serie A,2023/2024
2023-09-04,Torino,Atalanta,0,0,0.882,1.06,Serie A,2023/2024
2023-09-05,Bologna,Cagliari,5,1,1.897,0.647,Serie A,2023/2024
2023-09-05,Milan,Udinese,1,0,2.114,0.615,Serie A,2023/2024
2023-09-05,Empoli,Monza,0,0,0.824,1.016,Serie A,2023/2024
2023-09-05,Roma,Genoa,2,0,1.707,0.631,Serie A,2023/2024
2023-09-10,Empoli,Inter,1,0,0.453,2.364,Serie A,2023/2024
2023-09-10,Sassuolo,Juventus,1,3,0.614,2.091,Serie A,2023/2024
2023-09-11,Empoli,Milan,1,3,0.649,1.886,Serie A,2023/2024
2023-09-11,Empoli,Roma,0,1,0.782,1.655,Serie A,2023/2024
2023-09-11,Genoa,Frosinone,0,1,1.584,0.69,Serie A,2023/2024
2023-09-12,Torino,Cagliari,2,1,1.547,0.737,Serie A,2023/2024
2023-09-12,Cagliari,Hellas Verona,1,1,1.296,0.729,Serie A,2023/2024
2023-09-12,Salernitana,Napoli,1,2,0.584,2.166,Serie A,2023/2024
2023-09-12,Cagliari,Roma,0,1,0.704,1.489,Serie A,2023/2024
2023-09-12,Salernitana,Frosinone,0,0,1.078,1.027,Serie A,2023/2024
2023-09-17,Genoa,Inter,0,2,0.702,1.773,Serie A,2023/2024
2023-09-17,Empoli,Hellas Verona,1,0,1.285,0.838,Serie A,2023/2024
2023-09-17,Napoli,Cagliari,6,0,2.523,0.3,Serie A,2023/2024
2023-09-17,Milan,Torino,3,0,1.964,0.503,Serie A,2023/2024
2023-09-18,Sassuolo,Cagliari,2,0,1.341,0.791,Serie A,2023/2024
2023-09-18,Torino,Sassuolo,0,3,1.755,0.666,Serie A,2023/2024
2023-09-18,Monza,Cagliari,0,0,1.147,0.886,Serie A,2023/2024
2023-09-19,Juventus,Empoli,2,0,2.387,0.645,Serie A,2023/2024
2023-09-19,Genoa,Empoli,2,0,1.522,1.061,Serie A,2023/2024
2023-09-19,Lazio,Torino,1,0,1.392,0.923,Serie A,2023/2024
2023-09-25,Frosinone,Hellas Verona,1,1,0.982,1.04,Serie A,2023/2024
2023-09-25,Lecce,Frosinone,1,1,1.317,0.942,Serie A,2023/2024
2023-09-25,Napoli,Monza,1,1,2.269,0.483,Serie A,2023/2024
2023-09-25,Hellas Verona,Torino,1,1,0.84,1.298,Serie A,2023/2024
2023-09-25,Atalanta,Frosinone,5,0,2.627,0.3,Serie A,2023/2024
2023-09-25,Cagliari,Atalanta,1,2,0.842,1.863,Serie A,2023/2024
2023-09-25,Roma,Milan,3,2,1.096,1.052,Serie A,2023/2024
2023-09-26,Lazio,Bologna,2,1,1.483,0.808,Serie A,2023/2024
2023-09-26,Monza,Juventus,0,1,0.677,1.848,Serie A,2023/2024
2023-09-26,Napoli,Hellas Verona,0,1,2.515,0.587,Serie A,2023/2024
2023-10-01,Juventus,Roma,2,0,1.479,0.932,Serie A,2023/2024
2023-10-01,Hellas Verona,Genoa,2,2,0.875,1.121,Serie A,2023/2024
2023-10-01,Sassuolo,Frosinone,1,1,1.186,0.977,Serie A,2023/2024
2023-10-01,Juventus,Lazio,1,4,1.439,0.781,Serie A,2023/2024
2023-10-02,Lecce,Sassuolo,1,1,1.351,0.939,Serie A,2023/2024
2023-10-02,Roma,Empoli,1,0,2.145,0.464,Serie A,2023/2024
2023-10-03,Torino,Roma,0,3,1.12,1.246,Serie A,2023/2024
2023-10-03,Lazio,Sassuolo,1,2,2.414,0.669,Serie A,2023/2024
2023-10-03,Fiorentina,Torino,2,2,1.362,0.896,Serie A,2023/2024
2023-10-03,Frosinone,Torino,1,3,0.589,1.474,Serie A,2023/2024
2023-10-08,Empoli,Atalanta,1,1,0.779,1.606,Serie A,2023/2024
2023-10-08,Napoli,Fiorentina,1,1,1.654,0.5,Serie A,2023/2024
2023-10-08,Atalanta,Roma,1,2,1.26,0.831,Serie A,2023/2024
2023-10-08,Sassuolo,Empoli,2,2,1.054,0.974,Serie A,2023/2024
2023-10-09,Lecce,Bologna,0,3,0.954,1.241,Serie A,2023/2024
2023-10-09,Bologna,Juventus,1,5,1.039,1.387,Serie A,2023/2024
2023-10-10,Hellas Verona,Juventus,1,3,0.5,2.106,Serie A,2023/2024
2023-10-10,Juventus,Torino,1,1,1.697,0.571,Serie A,2023/2024
2023-10-10,Bologna,Atalanta,1,1,0.982,1.209,Serie A,2023/2024
2023-10-10,Fiorentina,Lazio,0,1,1.161,0.909,Serie A,2023/2024
2023-10-15,Frosinone,Inter,0,2,0.438,2.477,Serie A,2023/2024
2023-10-15,Bologna,Roma,1,2,0.992,1.189,Serie A,2023/2024
2023-10-15,Frosinone,Cagliari,4,0,1.224,1.094,Serie A,2023/2024
2023-10-15,Bologna,Frosinone,4,2,2.019,0.521,Serie A,2023/2024
2023-10-16,Fiorentina,Atalanta,0,2,1.021,1.199,Serie A,2023/2024
2023-10-16,Juventus,Genoa,3,0,2.057,0.47,Serie A,2023/2024
2023-10-16,Udinese,Salernitana,3,1,1.777,0.684,Serie A,2023/2024
2023-10-16,Salernitana,Lecce,3,2,0.885,1.122,Serie A,2023/2024
2023-10-16,Salernitana,Udinese,0,1,0.833,1.302,Serie A,2023/2024
2023-10-17,Lecce,Hellas Verona,3,0,1.524,1.054,Serie A,2023/2024
2023-10-22,Hellas Verona,Monza,0,3,0.934,1.117,Serie A,2023/2024
2023-10-22,Cagliari,Fiorentina,1,0,0.846,1.272,Serie A,2023/2024
2023-10-22,Frosinone,Lazio,1,3,0.608,1.507,Serie A,2023/2024
2023-10-22,Frosinone,Atalanta,0,3,0.4,1.969,Serie A,2023/2024
2023-10-23,Roma,Torino,2,0,1.414,0.848,Serie A,2023/2024
2023-10-23,Juventus,Udinese,7,0,2.019,0.424,Serie A,2023/2024
2023-10-24,Cagliari,Juventus,0,3,0.709,2.087,Serie A,2023/2024
2023-10-24,Frosinone,Monza,0,3,0.791,1.24,Serie A,2023/2024
2023-10-24,Bologna,Genoa,0,0,1.507,0.723,Serie A,2023/2024
2023-10-24,Genoa,Roma,1,0,0.626,1.243,Serie A,2023/2024
2023-10-29,Empoli,Sassuolo,0,2,1.316,0.576,Serie A,2023/2024
2023-10-29,Atalanta,Juventus,1,1,1.037,0.995,Serie A,2023/2024
2023-10-30,Bologna,Monza,2,0,1.534,0.74,Serie A,2023/2024
2023-10-30,Lazio,Inter,0,6,0.816,1.442,Serie A,2023/2024
2023-10-30,Hellas Verona,Atalanta,0,1,0.568,1.735,Serie A,2023/2024
2023-10-31,Monza,Genoa,0,0,1.107,1.063,Serie A,2023/2024
2023-10-31,Milan,Bologna,0,0,1.758,0.541,Serie A,2023/2024
2023-10-31,Cagliari,Empoli,2,0,1.234,1.001,Serie A,2023/2024
2023-10-31,Inter,Torino,1,0,2.109,0.398,Serie A,2023/2024
2023-10-31,Atalanta,Lecce,4,0,2.086,0.414,Serie A,2023/2024
2023-11-05,Torino,Salernitana,1,1,2.052,0.823,Serie A,2023/2024
2023-11-05,Napoli,Torino,1,0,1.832,0.465,Serie A,2023/2024
2023-11-05,Genoa,Udinese,1,0,1.23,1.049,Serie A,2023/2024
2023-11-06,Fiorentina,Lecce,1,0,1.715,0.578,Serie A,2023/2024
2023-11-06,Napoli,Inter,0,1,1.076,1.156,Serie A,2023/2024
2023-11-06,Atalanta,Napoli,1,1,1.018,0.997,Serie A,2023/2024
2023-11-06,Udinese,Inter,0,3,0.764,2.008,Serie A,2023/2024
2023-11-07,Torino,Fiorentina,2,1,1.257,0.801,Serie A,2023/2024
2023-11-07,Fiorentina,Sassuolo,1,1,2.086,0.729,Serie A,2023/2024
2023-11-07,Monza,Napoli,0,1,0.628,1.837,Serie A,2023/2024
2023-11-12,Salernitana,Bologna,1,1,0.744,1.556,Serie A,2023/2024
2023-11-12,Hellas Verona,Napoli,2,5,0.613,1.812,Serie A,2023/2024
2023-11-12,Sassuolo,Udinese,0,2,0.93,1.335,Serie A,2023/2024
2023-11-13,Inter,Lecce,4,0,2.9,0.436,Serie A,2023/2024
2023-11-13,Sassuolo,Monza,3,0,1.066,1.034,Serie A,2023/2024
2023-11-13,Monza,Sassuolo,2,2,1.443,0.724,Serie A,2023/2024
2023-11-13,Lazio,Salernitana,4,0,2.388,0.522,Serie A,2023/2024
2023-11-14,Sassuolo,Lecce,1,0,1.197,1.22,Serie A,2023/2024
2023-11-14,Milan,Juventus,1,2,1.32,0.981,Serie A,2023/2024
2023-11-14,Genoa,Torino,2,0,1.187,0.969,Serie A,2023/2024
2023-11-19,Monza,Hellas Verona,2,1,1.444,0.728,Serie A,2023/2024
2023-11-19,Juventus,Milan,2,1,1.225,0.873,Serie A,2023/2024
2023-11-19,Roma,Monza,0,1,1.839,0.643,Serie A,2023/2024
2023-11-19,Hellas Verona,Cagliari,1,2,1.168,1.083,Serie A,2023/2024
2023-11-20,Hellas Verona,Empoli,0,0,1.134,1.05,Serie A,2023/2024
2023-11-20,Bologna,Milan,2,0,0.8,1.192,Serie A,2023/2024
2023-11-20,Cagliari,Milan,1,0,0.564,2.104,Serie A,2023/2024
2023-11-20,Roma,Frosinone,5,1,2.515,0.501,Serie A,2023/2024
2023-11-21,Atalanta,Cagliari,2,0,2.507,0.444,Serie A,2023/2024
2023-11-21,Torino,Monza,2,0,1.713,0.84,Serie A,2023/2024
2023-11-26,Empoli,Juventus,0,2,0.506,1.986,Serie A,2023/2024
2023-11-27,Atalanta,Udinese,2,1,1.987,0.74,Serie A,2023/2024
2023-11-27,Hellas Verona,Lazio,0,1,0.535,1.594,Serie A,2023/2024
2023-11-27,Udinese,Roma,1,0,0.708,1.238,Serie A,2023/2024
2023-11-27,Cagliari,Monza,2,1,1.029,1.11,Serie A,2023/2024
2023-11-28,Lazio,Cagliari,2,0,2.136,0.519,Serie A,2023/2024
2023-11-28,Cagliari,Udinese,1,4,1.009,1.188,Serie A,2023/2024
2023-11-28,Udinese,Juventus,1,0,0.843,1.531,Serie A,2023/2024
2023-11-28,Salernitana,Atalanta,0,4,0.416,2.047,Serie A,2023/2024
2023-11-28,Hellas Verona,Udinese,2,2,0.816,1.188,Serie A,2023/2024
2023-12-03,Genoa,Bologna,0,3,0.838,0.961,Serie A,2023/2024
2023-12-03,Salernitana,Juventus,1,1,0.408,2.372,Serie A,2023/2024
2023-12-03,Empoli,Lazio,1,0,0.762,1.453,Serie A,2023/2024
2023-12-03,Udinese,Fiorentina,0,0,0.934,1.196,Serie A,2023/2024
2023-12-03,Lecce,Napoli,0,1,0.917,1.643,Serie A,2023/2024
2023-12-04,Frosinone,Bologna,0,2,0.914,1.584,Serie A,2023/2024
2023-12-04,Lecce,Monza,1,4,1.24,0.908,Serie A,2023/2024
2023-12-04,Cagliari,Frosinone,0,3,1.362,0.841,Serie A,2023/2024
2023-12-05,Sassuolo,Salernitana,2,2,1.506,0.899,Serie A,2023/2024
2023-12-05,Lecce,Torino,2,0,1.0,1.144,Serie A,2023/2024
2023-12-10,Monza,Inter,0,3,0.714,1.97,Serie A,2023/2024
2023-12-10,Lecce,Fiorentina,0,1,0.768,1.49,Serie A,2023/2024
2023-12-11,Inter,Milan,3,2,1.241,0.984,Serie A,2023/2024
2023-12-11,Juventus,Napoli,2,1,1.367,1.065,Serie A,2023/2024
2023-12-11,Lazio,Roma,0,0,1.157,1.027,Serie A,2023/2024
2023-12-11,Frosinone,Juventus,1,3,0.622,2.214,Serie A,2023/2024
2023-12-12,Monza,Frosinone,4,0,1.586,0.838,Serie A,2023/2024
2023-12-12,Juventus,Sassuolo,4,2,2.679,0.558,Serie A,2023/2024
2023-12-12,Lecce,Empoli,2,0,1.333,0.699,Serie A,2023/2024
2023-12-12,Monza,Lazio,0,2,0.684,1.338,Serie A,2023/2024
2023-12-17,Juventus,Bologna,1,0,1.631,0.623,Serie A,2023/2024
2023-12-17,Genoa,Sassuolo,2,0,1.529,0.691,Serie A,2023/2024
2023-12-17,Inter,Udinese,2,0,2.421,0.3,Serie A,2023/2024
2023-12-18,Salernitana,Monza,1,1,0.948,1.099,Serie A,2023/2024
2023-12-18,Salernitana,Roma,0,1,0.487,1.855,Serie A,2023/2024
2023-12-18,Udinese,Lecce,2,1,1.596,0.637,Serie A,2023/2024
2023-12-19,Lecce,Lazio,0,1,0.748,1.463,Serie A,2023/2024
2023-12-19,Torino,Genoa,3,0,1.506,0.63,Serie A,2023/2024
2023-12-19,Atalanta,Torino,2,0,1.63,0.617,Serie A,2023/2024
2023-12-19,Empoli,Genoa,1,1,0.94,1.053,Serie A,2023/2024
2023-12-24,Monza,Roma,1,2,0.725,1.482,Serie A,2023/2024
2023-12-24,Udinese,Sassuolo,0,1,1.446,0.696,Serie A,2023/2024
2023-12-25,Hellas Verona,Bologna,1,0,0.943,1.475,Serie A,2023/2024
2023-12-26,Udinese,Hellas Verona,0,1,1.657,0.89,Serie A,2023/2024
2023-12-26,Roma,Lazio,0,2,1.319,0.784,Serie A,2023/2024
2023-12-26,Bologna,Inter,1,0,0.725,1.489,Serie A,2023/2024
2023-12-26,Milan,Fiorentina,0,0,1.498,0.381,Serie A,2023/2024
2023-12-26,Bologna,Salernitana,2,0,2.06,0.603,Serie A,2023/2024
2023-12-26,Genoa,Napoli,3,0,0.786,1.443,Serie A,2023/2024
2023-12-26,Milan,Lazio,0,0,1.424,0.616,Serie A,2023/2024
2023-12-31,Udinese,Empoli,2,0,1.564,0.715,Serie A,2023/2024
2023-12-31,Inter,Sassuolo,4,1,3.2,0.439,Serie A,2023/2024
2023-12-31,Inter,Juventus,0,2,1.508,0.785,Serie A,2023/2024
2023-12-31,Lazio,Genoa,1,2,1.626,0.673,Serie A,2023/2024
2023-12-31,Torino,Milan,1,1,0.718,1.445,Serie A,2023/2024
2023-12-31,Milan,Atalanta,1,1,1.26,0.853,Serie A,2023/2024
2024-01-01,Frosinone,Milan,1,2,0.585,2.177,Serie A,2023/2024
2024-01-01,Lecce,Udinese,3,1,1.341,1.125,Serie A,2023/2024
2024-01-02,Empoli,Torino,2,2,0.777,1.335,Serie A,2023/2024
2024-01-02,Lazio,Udinese,3,0,1.666,0.719,Serie A,2023/2024
2024-01-07,Cagliari,Lecce,1,2,1.252,1.072,Serie A,2023/2024
2024-01-07,Atalanta,Empoli,3,0,2.193,0.576,Serie A,2023/2024
2024-01-07,Juventus,Inter,1,1,1.142,1.137,Serie A,2023/2024
2024-01-07,Napoli,Bologna,1,1,1.584,0.72,Serie A,2023/2024
2024-01-07,Monza,Udinese,0,1,1.084,0.794,Serie A,2023/2024
2024-01-07,Atalanta,Milan,0,0,1.099,0.993,Serie A,2023/2024
2024-01-08,Inter,Hellas Verona,3,1,3.152,0.376,Serie A,2023/2024
2024-01-09,Inter,Monza,2,0,2.397,0.468,Serie A,2023/2024
2024-01-09,Atalanta,Hellas Verona,3,0,2.466,0.53,Serie A,2023/2024
2024-01-09,Torino,Frosinone,2,1,2.042,0.659,Serie A,2023/2024
2024-01-14,Udinese,Milan,0,1,0.686,1.695,Serie A,2023/2024
2024-01-14,Milan,Hellas Verona,2,3,2.738,0.413,Serie A,2023/2024
2024-01-14,Genoa,Lazio,1,1,0.864,1.459,Serie A,2023/2024
2024-01-14,Fiorentina,Bologna,2,0,1.502,1.075,Serie A,2023/2024
2024-01-15,Roma,Fiorentina,1,0,1.45,0.833,Serie A,2023/2024
2024-01-15,Bologna,Fiorentina,2,1,1.268,0.991,Serie A,2023/2024
2024-01-15,Inter,Roma,0,1,2.002,0.68,Serie A,2023/2024
2024-01-16,Juventus,Cagliari,1,0,2.513,0.359,Serie A,2023/2024
2024-01-16,Hellas Verona,Roma,0,1,0.767,1.511,Serie A,2023/2024
2024-01-16,Roma,Sassuolo,5,0,2.409,0.434,Serie A,2023/2024
2024-01-21,Sassuolo,Lazio,2,1,0.778,1.743,Serie A,2023/2024
2024-01-21,Udinese,Torino,1,0,1.218,1.0,Serie A,2023/2024
2024-01-22,Atalanta,Sassuolo,2,0,2.571,0.503,Serie A,2023/2024
2024-01-22,Frosinone,Empoli,2,0,1.023,0.902,Serie A,2023/2024
2024-01-22,Genoa,Salernitana,6,1,1.881,0.837,Serie A,2023/2024
2024-01-22,Cagliari,Salernitana,2,1,1.572,0.676,Serie A,2023/2024
2024-01-23,Milan,Napoli,0,1,1.218,0.95,Serie A,2023/2024
2024-01-23,Fiorentina,Frosinone,2,3,2.073,0.749,Serie A,2023/2024
2024-01-23,Lecce,Atalanta,1,1,0.674,1.7,Serie A,2023/2024
2024-01-23,Inter,Atalanta,3,1,1.605,0.854,Serie A,2023/2024
2024-01-28,Cagliari,Genoa,1,1,1.106,1.358,Serie A,2023/2024
2024-01-28,Bologna,Lazio,0,0,1.031,1.036,Serie A,2023/2024
2024-01-29,Salernitana,Hellas Verona,1,2,1.105,0.961,Serie A,2023/2024
2024-01-29,Atalanta,Inter,0,1,1.113,1.218,Serie A,2023/2024
2024-01-29,Bologna,Empoli,2,2,1.85,0.591,Serie A,2023/2024
2024-01-29,Lecce,Genoa,1,1,1.131,1.033,Serie A,2023/2024
2024-01-29,Frosinone,Sassuolo,0,0,1.126,1.088,Serie A,2023/2024
2024-01-29,Fiorentina,Monza,0,2,1.616,0.755,Serie A,2023/2024
2024-01-30,Torino,Juventus,0,2,0.76,1.361,Serie A,2023/2024
2024-01-30,Napoli,Roma,1,2,1.444,0.851,Serie A,2023/2024
2024-02-04,Frosinone,Udinese,2,2,1.05,1.198,Serie A,2023/2024
2024-02-04,Juventus,Hellas Verona,3,1,2.633,0.367,Serie A,2023/2024
2024-02-04,Empoli,Salernitana,1,1,1.504,0.754,Serie A,2023/2024
2024-02-04,Torino,Lazio,2,2,0.969,1.15,Serie A,2023/2024
2024-02-04,Cagliari,Bologna,4,0,1.001,1.498,Serie A,2023/2024
2024-02-05,Inter,Fiorentina,3,1,1.891,0.57,Serie A,2023/2024
2024-02-06,Milan,Salernitana,2,0,3.193,0.3,Serie A,2023/2024
2024-02-06,Napoli,Sassuolo,4,0,2.644,0.3,Serie A,2023/2024
2024-02-06,Bologna,Lecce,5,0,1.838,0.643,Serie A,2023/2024
2024-02-06,Milan,Frosinone,5,0,3.104,0.34,Serie A,2023/2024
2024-02-11,Fiorentina,Roma,1,0,1.192,1.083,Serie A,2023/2024
2024-02-11,Sassuolo,Atalanta,1,1,0.704,1.95,Serie A,2023/2024
2024-02-11,Atalanta,Lazio,1,0,1.599,0.777,Serie A,2023/2024
2024-02-11,Empoli,Lecce,0,0,1.179,0.856,Serie A,2023/2024
2024-02-12,Lecce,Inter,0,4,0.446,2.235,Serie A,2023/2024
2024-02-13,Lazio,Monza,2,0,1.717,0.683,Serie A,2023/2024
2024-02-13,Atalanta,Salernitana,4,0,2.939,0.433,Serie A,2023/2024
2024-02-13,Bologna,Hellas Verona,6,0,1.838,0.716,Serie A,2023/2024
2024-02-13,Frosinone,Genoa,0,3,0.726,1.469,Serie A,2023/2024
2024-02-13,Roma,Bologna,3,1,1.474,0.753,Serie A,2023/2024
2024-02-18,Roma,Salernitana,2,0,2.549,0.3,Serie A,2023/2024
2024-02-18,Hellas Verona,Milan,0,2,0.546,1.96,Serie A,2023/2024
2024-02-18,Lazio,Hellas Verona,0,1,1.927,0.697,Serie A,2023/2024
2024-02-18,Udinese,Atalanta,0,1,0.766,1.476,Serie A,2023/2024
2024-02-19,Inter,Empoli,2,0,2.897,0.3,Serie A,2023/2024
2024-02-19,Inter,Lazio,1,0,1.849,0.741,Serie A,2023/2024
2024-02-19,Cagliari,Inter,0,2,0.854,2.261,Serie A,2023/2024
2024-02-19,Milan,Monza,4,0,2.289,0.38,Serie A,2023/2024
2024-02-19,Atalanta,Monza,6,0,1.988,0.608,Serie A,2023/2024
2024-02-20,Napoli,Milan,3,2,1.484,1.148,Serie A,2023/2024
